"LOCATION","INDICATOR","SUBJECT","MEASURE","FREQUENCY","TIME","Value","Flag Codes"
"LTU","ELECTRICITY","TOT","GWH","A","2005",13584,
"LTU","ELECTRICITY","TOT","GWH","A","2006",11393,
"LTU","ELECTRICITY","TOT","GWH","A","2007",12878,
"LTU","ELECTRICITY","TOT","GWH","A","2008",12781,
"LTU","ELECTRICITY","TOT","GWH","A","2009",14147,
"LTU","ELECTRICITY","TOT","GWH","A","2010",5347,
"LTU","ELECTRICITY","TOT","GWH","A","2011",4445,
"LTU","ELECTRICITY","TOT","GWH","A","2012",4689,
"LTU","ELECTRICITY","TOT","GWH","A","2013",4451,
"LTU","ELECTRICITY","TOT","GWH","A","2014",4144,
"LTU","ELECTRICITY","TOT","GWH","A","2015",4676,
"LTU","ELECTRICITY","TOT","GWH","A","2016",4051,
"LTU","ELECTRICITY","TOT","GWH","A","2017",3996.1,
"LTU","ELECTRICITY","TOT","GWH","A","2018",3314.3,
"LTU","ELECTRICITY","TOT","GWH","A","2019",3764.6,
"LTU","ELECTRICITY","TOT","GWH","A","2020",,"L"
"BGR","ELECTRICITY","TOT","GWH","A","2000",36884,
"BGR","ELECTRICITY","TOT","GWH","A","2001",39617,
"BGR","ELECTRICITY","TOT","GWH","A","2002",38598,
"BGR","ELECTRICITY","TOT","GWH","A","2003",38474,
"BGR","ELECTRICITY","TOT","GWH","A","2004",37544,
"BGR","ELECTRICITY","TOT","GWH","A","2005",40281,
"BGR","ELECTRICITY","TOT","GWH","A","2006",41601,
"BGR","ELECTRICITY","TOT","GWH","A","2007",39067,
"BGR","ELECTRICITY","TOT","GWH","A","2008",40695,
"BGR","ELECTRICITY","TOT","GWH","A","2009",38743,
"BGR","ELECTRICITY","TOT","GWH","A","2010",42218,
"BGR","ELECTRICITY","TOT","GWH","A","2011",45844,
"BGR","ELECTRICITY","TOT","GWH","A","2012",42859,
"BGR","ELECTRICITY","TOT","GWH","A","2013",39818,
"BGR","ELECTRICITY","TOT","GWH","A","2014",43231,
"BGR","ELECTRICITY","TOT","GWH","A","2015",44727,
"BGR","ELECTRICITY","TOT","GWH","A","2016",41221,
"BGR","ELECTRICITY","TOT","GWH","A","2017",41351.303,
"BGR","ELECTRICITY","TOT","GWH","A","2018",42714.415,
"BGR","ELECTRICITY","TOT","GWH","A","2019",40346.135,
"BGR","ELECTRICITY","TOT","GWH","A","2020",,"L"
"HRV","ELECTRICITY","TOT","GWH","A","2000",10879,
"HRV","ELECTRICITY","TOT","GWH","A","2001",12373,
"HRV","ELECTRICITY","TOT","GWH","A","2002",12241,
"HRV","ELECTRICITY","TOT","GWH","A","2003",12702,
"HRV","ELECTRICITY","TOT","GWH","A","2004",13496,
"HRV","ELECTRICITY","TOT","GWH","A","2005",12698,
"HRV","ELECTRICITY","TOT","GWH","A","2006",12570,
"HRV","ELECTRICITY","TOT","GWH","A","2007",12167,
"HRV","ELECTRICITY","TOT","GWH","A","2008",12375,
"HRV","ELECTRICITY","TOT","GWH","A","2009",13033,
"HRV","ELECTRICITY","TOT","GWH","A","2010",14432,
"HRV","ELECTRICITY","TOT","GWH","A","2011",10951,
"HRV","ELECTRICITY","TOT","GWH","A","2012",10396,
"HRV","ELECTRICITY","TOT","GWH","A","2013",13660,
"HRV","ELECTRICITY","TOT","GWH","A","2014",13159,
"HRV","ELECTRICITY","TOT","GWH","A","2015",10983,
"HRV","ELECTRICITY","TOT","GWH","A","2016",12284,
"HRV","ELECTRICITY","TOT","GWH","A","2017",11522.9,
"HRV","ELECTRICITY","TOT","GWH","A","2018",13181.6,
"HRV","ELECTRICITY","TOT","GWH","A","2019",12250.1,
"HRV","ELECTRICITY","TOT","GWH","A","2020",,"L"
"CYP","ELECTRICITY","TOT","GWH","A","2000",3205,
"CYP","ELECTRICITY","TOT","GWH","A","2001",3364,
"CYP","ELECTRICITY","TOT","GWH","A","2002",3574,
"CYP","ELECTRICITY","TOT","GWH","A","2003",3830,
"CYP","ELECTRICITY","TOT","GWH","A","2004",3976,
"CYP","ELECTRICITY","TOT","GWH","A","2005",4131,
"CYP","ELECTRICITY","TOT","GWH","A","2006",4397,
"CYP","ELECTRICITY","TOT","GWH","A","2007",4606,
"CYP","ELECTRICITY","TOT","GWH","A","2008",4806,
"CYP","ELECTRICITY","TOT","GWH","A","2009",4949,
"CYP","ELECTRICITY","TOT","GWH","A","2010",5101,
"CYP","ELECTRICITY","TOT","GWH","A","2011",4699,
"CYP","ELECTRICITY","TOT","GWH","A","2012",4543,
"CYP","ELECTRICITY","TOT","GWH","A","2013",4119,
"CYP","ELECTRICITY","TOT","GWH","A","2014",4145,
"CYP","ELECTRICITY","TOT","GWH","A","2015",4314,
"CYP","ELECTRICITY","TOT","GWH","A","2016",4668,
"CYP","ELECTRICITY","TOT","GWH","A","2017",4778.28,
"CYP","ELECTRICITY","TOT","GWH","A","2018",4827.281,
"CYP","ELECTRICITY","TOT","GWH","A","2019",4913.788,
"CYP","ELECTRICITY","TOT","GWH","A","2020",,"L"
"MLT","ELECTRICITY","TOT","GWH","A","2000",1802,
"MLT","ELECTRICITY","TOT","GWH","A","2001",1825,
"MLT","ELECTRICITY","TOT","GWH","A","2002",1927,
"MLT","ELECTRICITY","TOT","GWH","A","2003",2100,
"MLT","ELECTRICITY","TOT","GWH","A","2004",2081,
"MLT","ELECTRICITY","TOT","GWH","A","2005",2114,
"MLT","ELECTRICITY","TOT","GWH","A","2006",2129,
"MLT","ELECTRICITY","TOT","GWH","A","2007",2165,
"MLT","ELECTRICITY","TOT","GWH","A","2008",2185,
"MLT","ELECTRICITY","TOT","GWH","A","2009",2046,
"MLT","ELECTRICITY","TOT","GWH","A","2010",1993,
"MLT","ELECTRICITY","TOT","GWH","A","2011",2053,
"MLT","ELECTRICITY","TOT","GWH","A","2012",2172,
"MLT","ELECTRICITY","TOT","GWH","A","2013",2137,
"MLT","ELECTRICITY","TOT","GWH","A","2014",2137,
"MLT","ELECTRICITY","TOT","GWH","A","2015",1241,
"MLT","ELECTRICITY","TOT","GWH","A","2016",807,
"MLT","ELECTRICITY","TOT","GWH","A","2017",1602.516,
"MLT","ELECTRICITY","TOT","GWH","A","2018",1911.107,
"MLT","ELECTRICITY","TOT","GWH","A","2019",2017.42,
"MLT","ELECTRICITY","TOT","GWH","A","2020",,"L"
"ROU","ELECTRICITY","TOT","GWH","A","2000",48625,
"ROU","ELECTRICITY","TOT","GWH","A","2001",50423,
"ROU","ELECTRICITY","TOT","GWH","A","2002",51056,
"ROU","ELECTRICITY","TOT","GWH","A","2003",51317,
"ROU","ELECTRICITY","TOT","GWH","A","2004",52693,
"ROU","ELECTRICITY","TOT","GWH","A","2005",55504,
"ROU","ELECTRICITY","TOT","GWH","A","2006",58350,
"ROU","ELECTRICITY","TOT","GWH","A","2007",56165,
"ROU","ELECTRICITY","TOT","GWH","A","2008",60100,
"ROU","ELECTRICITY","TOT","GWH","A","2009",52759,
"ROU","ELECTRICITY","TOT","GWH","A","2010",55923,
"ROU","ELECTRICITY","TOT","GWH","A","2011",56490,
"ROU","ELECTRICITY","TOT","GWH","A","2012",53694,
"ROU","ELECTRICITY","TOT","GWH","A","2013",54134,
"ROU","ELECTRICITY","TOT","GWH","A","2014",60699,
"ROU","ELECTRICITY","TOT","GWH","A","2015",61277,
"ROU","ELECTRICITY","TOT","GWH","A","2016",60256,
"ROU","ELECTRICITY","TOT","GWH","A","2017",59355.43,
"ROU","ELECTRICITY","TOT","GWH","A","2018",60175.52,
"ROU","ELECTRICITY","TOT","GWH","A","2019",55177.212,
"ROU","ELECTRICITY","TOT","GWH","A","2020",,"L"
