"LOCATION","INDICATOR","SUBJECT","MEASURE","FREQUENCY","TIME","Value","Flag Codes"
"SVN","ELECTRICITY","NUCLEAR","GWH","A","2003",4963,
"SVN","ELECTRICITY","NUCLEAR","GWH","A","2004",5212,
"SVN","ELECTRICITY","NUCLEAR","GWH","A","2005",5614,
"SVN","ELECTRICITY","NUCLEAR","GWH","A","2006",5290,
"SVN","ELECTRICITY","NUCLEAR","GWH","A","2007",5428,
"SVN","ELECTRICITY","NUCLEAR","GWH","A","2008",5972,
"SVN","ELECTRICITY","NUCLEAR","GWH","A","2009",5460,
"SVN","ELECTRICITY","NUCLEAR","GWH","A","2010",5381,
"SVN","ELECTRICITY","NUCLEAR","GWH","A","2011",5902,
"SVN","ELECTRICITY","NUCLEAR","GWH","A","2012",5244,
"SVN","ELECTRICITY","NUCLEAR","GWH","A","2013",5036,
"SVN","ELECTRICITY","NUCLEAR","GWH","A","2014",6061,
"SVN","ELECTRICITY","NUCLEAR","GWH","A","2015",5372,
"SVN","ELECTRICITY","NUCLEAR","GWH","A","2016",5431,
"SVN","ELECTRICITY","NUCLEAR","GWH","A","2017",5967.827,
"SVN","ELECTRICITY","NUCLEAR","GWH","A","2018",5489.908,
"SVN","ELECTRICITY","NUCLEAR","GWH","A","2019",5532.981,
"SVN","ELECTRICITY","NUCLEAR","GWH","A","2020",,"L"
"LVA","ELECTRICITY","NUCLEAR","GWH","A","2000",0,
"LVA","ELECTRICITY","NUCLEAR","GWH","A","2001",0,
"LVA","ELECTRICITY","NUCLEAR","GWH","A","2002",0,
"LVA","ELECTRICITY","NUCLEAR","GWH","A","2003",0,
"LVA","ELECTRICITY","NUCLEAR","GWH","A","2004",0,
"LVA","ELECTRICITY","NUCLEAR","GWH","A","2005",0,
"LVA","ELECTRICITY","NUCLEAR","GWH","A","2006",0,
"LVA","ELECTRICITY","NUCLEAR","GWH","A","2007",0,
"LVA","ELECTRICITY","NUCLEAR","GWH","A","2008",0,
"LVA","ELECTRICITY","NUCLEAR","GWH","A","2009",0,
"LVA","ELECTRICITY","NUCLEAR","GWH","A","2010",0,
"LVA","ELECTRICITY","NUCLEAR","GWH","A","2011",0,
"LVA","ELECTRICITY","NUCLEAR","GWH","A","2012",0,
"LVA","ELECTRICITY","NUCLEAR","GWH","A","2013",0,
"LVA","ELECTRICITY","NUCLEAR","GWH","A","2014",0,
"LVA","ELECTRICITY","NUCLEAR","GWH","A","2015",0,
"LVA","ELECTRICITY","NUCLEAR","GWH","A","2016",0,
"LVA","ELECTRICITY","NUCLEAR","GWH","A","2017",0,
"LVA","ELECTRICITY","NUCLEAR","GWH","A","2018",0,
"LVA","ELECTRICITY","NUCLEAR","GWH","A","2019",0,
"LVA","ELECTRICITY","NUCLEAR","GWH","A","2020",,"L"
"LTU","ELECTRICITY","NUCLEAR","GWH","A","2000",7417,
"LTU","ELECTRICITY","NUCLEAR","GWH","A","2001",10240,
"LTU","ELECTRICITY","NUCLEAR","GWH","A","2002",12897,
"LTU","ELECTRICITY","NUCLEAR","GWH","A","2003",14250,
"LTU","ELECTRICITY","NUCLEAR","GWH","A","2004",13917,
"LTU","ELECTRICITY","NUCLEAR","GWH","A","2005",9544,
"LTU","ELECTRICITY","NUCLEAR","GWH","A","2006",7943,
"LTU","ELECTRICITY","NUCLEAR","GWH","A","2007",9075,
"LTU","ELECTRICITY","NUCLEAR","GWH","A","2008",9140,
"LTU","ELECTRICITY","NUCLEAR","GWH","A","2009",10025,
"LTU","ELECTRICITY","NUCLEAR","GWH","A","2010",0,
"LTU","ELECTRICITY","NUCLEAR","GWH","A","2011",0,
"LTU","ELECTRICITY","NUCLEAR","GWH","A","2012",0,
"LTU","ELECTRICITY","NUCLEAR","GWH","A","2013",0,
"LTU","ELECTRICITY","NUCLEAR","GWH","A","2014",0,
"LTU","ELECTRICITY","NUCLEAR","GWH","A","2015",0,
"LTU","ELECTRICITY","NUCLEAR","GWH","A","2016",0,
"LTU","ELECTRICITY","NUCLEAR","GWH","A","2017",0,
"LTU","ELECTRICITY","NUCLEAR","GWH","A","2018",0,
"LTU","ELECTRICITY","NUCLEAR","GWH","A","2019",0,
"LTU","ELECTRICITY","NUCLEAR","GWH","A","2020",,"L"
"BGR","ELECTRICITY","NUCLEAR","GWH","A","2000",16789,
"BGR","ELECTRICITY","NUCLEAR","GWH","A","2001",18094,
"BGR","ELECTRICITY","NUCLEAR","GWH","A","2002",18800,
"BGR","ELECTRICITY","NUCLEAR","GWH","A","2003",16042,
"BGR","ELECTRICITY","NUCLEAR","GWH","A","2004",15576,
"BGR","ELECTRICITY","NUCLEAR","GWH","A","2005",17343,
"BGR","ELECTRICITY","NUCLEAR","GWH","A","2006",18130,
"BGR","ELECTRICITY","NUCLEAR","GWH","A","2007",13693,
"BGR","ELECTRICITY","NUCLEAR","GWH","A","2008",14742,
"BGR","ELECTRICITY","NUCLEAR","GWH","A","2009",14223,
"BGR","ELECTRICITY","NUCLEAR","GWH","A","2010",14236,
"BGR","ELECTRICITY","NUCLEAR","GWH","A","2011",15263,
"BGR","ELECTRICITY","NUCLEAR","GWH","A","2012",14861,
"BGR","ELECTRICITY","NUCLEAR","GWH","A","2013",13316,
"BGR","ELECTRICITY","NUCLEAR","GWH","A","2014",15014,
"BGR","ELECTRICITY","NUCLEAR","GWH","A","2015",14528,
"BGR","ELECTRICITY","NUCLEAR","GWH","A","2016",14932,
"BGR","ELECTRICITY","NUCLEAR","GWH","A","2017",14718.368,
"BGR","ELECTRICITY","NUCLEAR","GWH","A","2018",15291.204,
"BGR","ELECTRICITY","NUCLEAR","GWH","A","2019",15712.446,
"BGR","ELECTRICITY","NUCLEAR","GWH","A","2020",,"L"
"HRV","ELECTRICITY","NUCLEAR","GWH","A","2000",0,
"HRV","ELECTRICITY","NUCLEAR","GWH","A","2001",0,
"HRV","ELECTRICITY","NUCLEAR","GWH","A","2002",0,
"HRV","ELECTRICITY","NUCLEAR","GWH","A","2003",0,
"HRV","ELECTRICITY","NUCLEAR","GWH","A","2004",0,
"HRV","ELECTRICITY","NUCLEAR","GWH","A","2005",0,
"HRV","ELECTRICITY","NUCLEAR","GWH","A","2006",0,
"HRV","ELECTRICITY","NUCLEAR","GWH","A","2007",0,
"HRV","ELECTRICITY","NUCLEAR","GWH","A","2008",0,
"HRV","ELECTRICITY","NUCLEAR","GWH","A","2009",0,
"HRV","ELECTRICITY","NUCLEAR","GWH","A","2010",0,
"HRV","ELECTRICITY","NUCLEAR","GWH","A","2011",0,
"HRV","ELECTRICITY","NUCLEAR","GWH","A","2012",0,
"HRV","ELECTRICITY","NUCLEAR","GWH","A","2013",0,
"HRV","ELECTRICITY","NUCLEAR","GWH","A","2014",0,
"HRV","ELECTRICITY","NUCLEAR","GWH","A","2015",0,
"HRV","ELECTRICITY","NUCLEAR","GWH","A","2016",0,
"HRV","ELECTRICITY","NUCLEAR","GWH","A","2017",0,
"HRV","ELECTRICITY","NUCLEAR","GWH","A","2018",0,
"HRV","ELECTRICITY","NUCLEAR","GWH","A","2019",0,
"HRV","ELECTRICITY","NUCLEAR","GWH","A","2020",,"L"
"CYP","ELECTRICITY","NUCLEAR","GWH","A","2000",0,
"CYP","ELECTRICITY","NUCLEAR","GWH","A","2001",0,
"CYP","ELECTRICITY","NUCLEAR","GWH","A","2002",0,
"CYP","ELECTRICITY","NUCLEAR","GWH","A","2003",0,
"CYP","ELECTRICITY","NUCLEAR","GWH","A","2004",0,
"CYP","ELECTRICITY","NUCLEAR","GWH","A","2005",0,
"CYP","ELECTRICITY","NUCLEAR","GWH","A","2006",0,
"CYP","ELECTRICITY","NUCLEAR","GWH","A","2007",0,
"CYP","ELECTRICITY","NUCLEAR","GWH","A","2008",0,
"CYP","ELECTRICITY","NUCLEAR","GWH","A","2009",0,
"CYP","ELECTRICITY","NUCLEAR","GWH","A","2010",0,
"CYP","ELECTRICITY","NUCLEAR","GWH","A","2011",0,
"CYP","ELECTRICITY","NUCLEAR","GWH","A","2012",0,
"CYP","ELECTRICITY","NUCLEAR","GWH","A","2013",0,
"CYP","ELECTRICITY","NUCLEAR","GWH","A","2014",0,
"CYP","ELECTRICITY","NUCLEAR","GWH","A","2015",0,
"CYP","ELECTRICITY","NUCLEAR","GWH","A","2016",0,
"CYP","ELECTRICITY","NUCLEAR","GWH","A","2017",0,
"CYP","ELECTRICITY","NUCLEAR","GWH","A","2018",0,
"CYP","ELECTRICITY","NUCLEAR","GWH","A","2019",0,
"CYP","ELECTRICITY","NUCLEAR","GWH","A","2020",,"L"
"MLT","ELECTRICITY","NUCLEAR","GWH","A","2000",0,
"MLT","ELECTRICITY","NUCLEAR","GWH","A","2001",0,
"MLT","ELECTRICITY","NUCLEAR","GWH","A","2002",0,
"MLT","ELECTRICITY","NUCLEAR","GWH","A","2003",0,
"MLT","ELECTRICITY","NUCLEAR","GWH","A","2004",0,
"MLT","ELECTRICITY","NUCLEAR","GWH","A","2005",0,
"MLT","ELECTRICITY","NUCLEAR","GWH","A","2006",0,
"MLT","ELECTRICITY","NUCLEAR","GWH","A","2007",0,
"MLT","ELECTRICITY","NUCLEAR","GWH","A","2008",0,
"MLT","ELECTRICITY","NUCLEAR","GWH","A","2009",0,
"MLT","ELECTRICITY","NUCLEAR","GWH","A","2010",0,
"MLT","ELECTRICITY","NUCLEAR","GWH","A","2011",0,
"MLT","ELECTRICITY","NUCLEAR","GWH","A","2012",0,
"MLT","ELECTRICITY","NUCLEAR","GWH","A","2013",0,
"MLT","ELECTRICITY","NUCLEAR","GWH","A","2014",0,
"MLT","ELECTRICITY","NUCLEAR","GWH","A","2015",0,
"MLT","ELECTRICITY","NUCLEAR","GWH","A","2016",0,
"MLT","ELECTRICITY","NUCLEAR","GWH","A","2017",0,
"MLT","ELECTRICITY","NUCLEAR","GWH","A","2018",0,
"MLT","ELECTRICITY","NUCLEAR","GWH","A","2019",0,
"MLT","ELECTRICITY","NUCLEAR","GWH","A","2020",,"L"
"ROU","ELECTRICITY","NUCLEAR","GWH","A","2000",5054,
"ROU","ELECTRICITY","NUCLEAR","GWH","A","2001",5032,
"ROU","ELECTRICITY","NUCLEAR","GWH","A","2002",5089,
"ROU","ELECTRICITY","NUCLEAR","GWH","A","2003",4516,
"ROU","ELECTRICITY","NUCLEAR","GWH","A","2004",5130,
"ROU","ELECTRICITY","NUCLEAR","GWH","A","2005",5117,
"ROU","ELECTRICITY","NUCLEAR","GWH","A","2006",5192,
"ROU","ELECTRICITY","NUCLEAR","GWH","A","2007",6282,
"ROU","ELECTRICITY","NUCLEAR","GWH","A","2008",10307,
"ROU","ELECTRICITY","NUCLEAR","GWH","A","2009",10808,
"ROU","ELECTRICITY","NUCLEAR","GWH","A","2010",10690,
"ROU","ELECTRICITY","NUCLEAR","GWH","A","2011",10478,
"ROU","ELECTRICITY","NUCLEAR","GWH","A","2012",10538,
"ROU","ELECTRICITY","NUCLEAR","GWH","A","2013",10672,
"ROU","ELECTRICITY","NUCLEAR","GWH","A","2014",10739,
"ROU","ELECTRICITY","NUCLEAR","GWH","A","2015",10698,
"ROU","ELECTRICITY","NUCLEAR","GWH","A","2016",10366,
"ROU","ELECTRICITY","NUCLEAR","GWH","A","2017",10557.906,
"ROU","ELECTRICITY","NUCLEAR","GWH","A","2018",10441.659,
"ROU","ELECTRICITY","NUCLEAR","GWH","A","2019",10345.44,
"ROU","ELECTRICITY","NUCLEAR","GWH","A","2020",,"L"
